Birthday,Zip Code,Wear Glasses?,Allergic to Dogs?,Brown Hair?,Blue Eyes?
8/12/1930,14202,Yes,Yes,Yes,Yes
1/22/1980,14206,No,Yes,Yes,No
7/22/2009,14206,Yes,Yes,No,Yes
9/19/1991,14215,Yes,Yes,Yes,Yes
1/13/1933,14204,No,Yes,No,Yes
3/31/1967,14213,Yes,No,Yes,Yes
11/30/1990,14213,No,Yes,Yes,Yes
12/31/1917,14202,No,No,No,Yes
1/31/2000,14213,Yes,No,Yes,Yes
12/15/1987,14214,No,No,Yes,Yes
3/11/1920,14214,Yes,Yes,Yes,Yes
1/29/1965,14212,Yes,Yes,Yes,Yes
7/28/1997,14203,No,Yes,No,Yes
4/24/2003,14214,No,Yes,Yes,Yes
11/9/2006,14212,No,No,Yes,Yes
2/3/1929,14209,Yes,No,Yes,Yes
2/18/2000,14208,Yes,Yes,Yes,Yes
11/9/1995,14204,Yes,Yes,Yes,No
3/14/1981,14213,Yes,Yes,No,Yes
8/21/1992,14206,No,Yes,Yes,Yes
7/27/1953,14216,Yes,Yes,Yes,No
1/9/1905,14213,No,Yes,Yes,Yes
2/15/1909,14206,No,No,Yes,No
2/18/1926,14211,No,Yes,Yes,No
6/18/1992,14213,Yes,No,Yes,Yes
2/11/1910,14208,No,Yes,Yes,Yes
10/1/1992,14213,No,No,No,No
2/22/1941,14214,Yes,Yes,Yes,Yes
8/1/2000,14223,No,No,No,Yes
10/25/1903,14202,Yes,No,Yes,Yes
2/20/1963,14211,Yes,No,No,Yes
7/14/1972,14208,Yes,Yes,Yes,Yes
11/19/1946,14215,Yes,Yes,Yes,No
4/21/1923,14214,Yes,Yes,Yes,Yes
5/22/1917,14215,No,No,Yes,Yes
12/20/1933,14213,Yes,Yes,Yes,Yes
12/7/1992,14204,No,Yes,Yes,Yes
10/14/1986,14210,Yes,No,Yes,Yes
12/3/1917,14216,Yes,No,No,Yes
7/7/1977,14213,No,No,Yes,Yes
2/19/1954,14214,No,No,Yes,Yes
10/12/1944,14202,No,Yes,Yes,Yes
12/2/1973,14208,No,Yes,No,Yes
10/21/1942,14202,Yes,No,Yes,No
3/21/1975,14210,No,No,Yes,Yes
2/26/2003,14201,No,Yes,Yes,Yes
11/23/1953,14201,Yes,Yes,Yes,Yes
3/2/1948,14216,Yes,Yes,Yes,Yes
6/28/1948,14201,Yes,Yes,Yes,Yes
12/24/1911,14202,Yes,Yes,Yes,Yes
2/1/1944,14215,No,Yes,Yes,Yes
8/19/2000,14210,No,Yes,Yes,Yes
6/16/1906,14204,No,Yes,Yes,Yes
9/17/1988,14215,Yes,Yes,Yes,Yes
1/27/1909,14213,No,No,Yes,Yes
6/23/1918,14218,No,Yes,No,Yes
5/16/2005,14222,Yes,Yes,No,Yes
5/24/1957,14215,No,No,Yes,No
12/31/1973,14208,No,No,Yes,No
9/16/1931,14208,No,No,Yes,Yes
1/1/2003,14208,No,No,No,Yes
8/17/1924,14214,No,Yes,Yes,Yes
11/10/1964,14216,Yes,No,Yes,Yes
1/29/1941,14223,Yes,Yes,Yes,Yes
7/7/1939,14212,Yes,No,Yes,Yes
2/24/1974,14223,No,Yes,Yes,Yes
2/11/2004,14209,Yes,No,Yes,Yes
10/14/1983,14213,No,Yes,Yes,Yes
12/10/1919,14208,Yes,No,Yes,No
11/21/1920,14213,No,No,Yes,Yes
12/14/1912,14210,Yes,No,Yes,No
11/5/2010,14203,No,No,Yes,Yes
10/21/1986,14216,No,Yes,Yes,Yes
2/12/1966,14212,Yes,No,Yes,Yes
7/12/2001,14201,No,No,Yes,Yes
2/21/1918,14213,No,No,Yes,No
2/15/1933,14214,Yes,Yes,No,No
9/7/1934,14214,Yes,Yes,Yes,Yes
9/6/1915,14210,No,Yes,Yes,Yes
10/27/1944,14212,Yes,Yes,Yes,Yes
12/23/1915,14213,Yes,No,Yes,Yes
11/6/1924,14210,No,No,Yes,Yes
8/29/1963,14210,No,Yes,No,No
10/8/1950,14202,No,Yes,Yes,Yes
7/3/1955,14215,Yes,Yes,No,Yes
7/2/1927,14214,No,Yes,Yes,Yes
2/3/1972,14202,Yes,Yes,Yes,Yes
3/24/1971,14212,Yes,No,Yes,Yes
1/15/1936,14211,Yes,No,Yes,No
10/9/1989,14214,No,Yes,Yes,Yes
8/14/2004,14201,Yes,Yes,Yes,Yes
2/25/1917,14201,Yes,No,No,Yes
5/22/1904,14213,Yes,No,Yes,Yes
4/23/1908,14208,No,No,Yes,Yes
10/10/1983,14215,Yes,Yes,No,Yes
1/16/1913,14204,No,Yes,No,No
10/11/2002,14211,Yes,Yes,Yes,Yes
10/3/1905,14202,No,Yes,No,Yes
12/12/1918,14214,No,Yes,Yes,Yes
5/24/1908,14223,Yes,No,Yes,Yes
10/3/1942,14203,No,No,Yes,Yes
6/7/1990,14215,Yes,Yes,No,Yes
10/22/1963,14215,Yes,Yes,No,Yes
10/7/1936,14211,Yes,Yes,Yes,No
3/12/1924,14222,Yes,No,Yes,Yes
9/3/1941,14215,No,No,Yes,Yes
4/14/1977,14214,No,Yes,No,No
4/18/1915,14218,Yes,No,Yes,Yes
10/21/1972,14202,Yes,Yes,Yes,Yes
10/28/1902,14202,Yes,Yes,Yes,Yes
5/29/1925,14223,Yes,No,Yes,Yes
11/6/1970,14210,Yes,Yes,No,Yes
4/11/1978,14223,No,No,Yes,Yes
7/25/1906,14214,No,No,No,No
11/29/1928,14223,No,No,Yes,Yes
10/10/1936,14204,No,Yes,No,No
7/9/2004,14218,Yes,Yes,Yes,Yes
11/23/1972,14213,No,Yes,Yes,Yes
5/4/1984,14215,No,Yes,No,Yes
11/11/1920,14214,No,Yes,Yes,Yes
8/29/1933,14213,Yes,Yes,No,No
9/26/2010,14211,Yes,No,Yes,Yes
2/25/1940,14204,Yes,No,No,Yes
9/23/1929,14223,No,Yes,Yes,Yes
10/29/1904,14208,Yes,No,No,Yes
7/2/2010,14201,Yes,No,Yes,Yes
3/13/1908,14204,No,Yes,Yes,Yes
3/6/1919,14210,No,Yes,Yes,Yes
3/24/1954,14222,Yes,Yes,No,Yes
7/11/2008,14225,Yes,No,No,Yes
1/9/1997,14213,No,Yes,Yes,Yes
10/28/1987,14215,No,Yes,No,Yes
2/23/1969,14210,Yes,Yes,Yes,Yes
11/19/1901,14212,Yes,No,No,Yes
2/20/2007,14210,Yes,Yes,Yes,Yes
11/23/1989,14201,No,Yes,Yes,No
6/28/1954,14204,No,No,Yes,Yes
9/8/1980,14210,Yes,No,Yes,Yes
3/25/2005,14212,Yes,Yes,No,Yes
8/11/1941,14216,No,Yes,Yes,Yes
5/6/1981,14208,Yes,No,Yes,No
10/15/1925,14208,Yes,No,Yes,Yes
4/19/2001,14212,Yes,No,No,No
6/25/1929,14223,No,Yes,Yes,Yes
5/15/1907,14211,Yes,Yes,Yes,Yes
6/8/2001,14215,Yes,No,Yes,Yes
1/20/1965,14223,No,No,No,Yes
5/10/1962,14215,No,No,No,Yes
8/14/1954,14223,Yes,Yes,Yes,Yes
5/5/1996,14215,No,No,Yes,No
5/25/1983,14216,Yes,Yes,Yes,Yes
5/5/1981,14212,Yes,No,Yes,Yes
12/10/1939,14210,No,No,Yes,No
11/12/2005,14204,No,No,No,No
6/30/1961,14211,No,No,Yes,Yes
1/17/2005,14223,Yes,No,No,Yes
6/25/1900,14215,No,No,Yes,Yes
3/12/1984,14210,Yes,Yes,Yes,Yes
7/24/1933,14206,Yes,Yes,No,No
7/11/1932,14212,No,Yes,Yes,Yes
2/28/2009,14213,No,Yes,No,Yes
7/26/1985,14201,No,Yes,No,Yes
11/3/1919,14201,Yes,No,No,Yes
2/4/1998,14213,No,Yes,Yes,Yes
8/12/1991,14215,Yes,Yes,Yes,Yes
1/6/1953,14210,Yes,Yes,Yes,Yes
3/25/1993,14211,No,No,No,No
1/4/1923,14203,Yes,No,No,Yes
12/18/1930,14223,Yes,Yes,No,Yes
3/17/1927,14213,No,No,Yes,Yes
12/31/1998,14211,No,Yes,Yes,No
5/3/2004,14210,Yes,No,Yes,Yes
10/28/1967,14210,No,Yes,No,Yes
11/25/1993,14216,No,No,No,Yes
4/15/1990,14206,No,No,Yes,No
7/7/1951,14222,No,No,Yes,Yes
5/17/1952,14213,Yes,No,Yes,Yes
11/4/1959,14201,No,No,Yes,Yes
4/9/1994,14211,No,Yes,No,Yes
9/21/1956,14223,No,Yes,Yes,Yes
11/24/1984,14212,Yes,No,Yes,Yes
1/28/1987,14213,No,No,Yes,No
8/1/1920,14204,No,No,No,Yes
8/24/1987,14223,No,No,No,No
10/10/1972,14213,No,Yes,Yes,Yes
6/7/1944,14220,Yes,No,Yes,No
12/27/1917,14213,Yes,Yes,Yes,Yes
12/27/1927,14210,Yes,Yes,Yes,No
12/30/1940,14211,No,No,Yes,Yes
2/31/1932,14208,Yes,Yes,Yes,Yes
12/30/1989,14214,No,Yes,Yes,Yes
1/1/1963,14213,No,Yes,Yes,No
7/21/1933,14212,No,No,Yes,No
5/24/1999,14213,Yes,Yes,No,No
8/24/1943,14206,No,Yes,Yes,Yes
7/11/2010,14215,No,No,Yes,No
4/26/1911,14223,Yes,No,Yes,Yes
2/4/1991,14215,Yes,No,No,Yes
11/23/1976,14202,No,Yes,Yes,Yes
6/28/1906,14201,No,No,Yes,Yes
11/23/1909,14201,Yes,No,Yes,Yes
7/5/1914,14210,Yes,Yes,Yes,Yes
11/26/2005,14206,No,Yes,No,Yes
9/11/1921,14202,Yes,Yes,Yes,Yes
12/10/2002,14201,No,Yes,Yes,Yes
11/5/1960,14212,No,Yes,Yes,Yes
2/3/1953,14215,Yes,No,Yes,No
6/16/1960,14208,Yes,No,No,No
3/18/1941,14210,Yes,Yes,No,Yes
5/14/1958,14215,Yes,No,Yes,Yes
1/26/1992,14210,No,Yes,Yes,Yes
3/14/1986,14223,No,Yes,No,Yes
4/9/1930,14203,No,No,Yes,Yes
7/11/1964,14208,No,No,No,Yes
1/18/1944,14215,No,Yes,Yes,No
10/29/1926,14202,Yes,No,Yes,Yes
3/19/1951,14223,No,No,Yes,Yes
11/18/1987,14202,No,Yes,Yes,Yes
12/20/1985,14214,Yes,No,Yes,Yes
1/14/1992,14202,Yes,Yes,Yes,Yes
3/3/1941,14215,No,Yes,No,No
10/23/2005,14204,No,No,No,Yes
3/6/1921,14210,Yes,Yes,Yes,Yes
9/24/1939,14204,No,No,No,Yes
2/15/1999,14223,Yes,Yes,Yes,Yes
4/20/1904,14213,No,Yes,No,Yes
6/25/1926,14214,Yes,Yes,Yes,Yes
6/9/1969,14220,No,Yes,Yes,Yes
2/29/1929,14223,No,No,Yes,Yes
1/20/1904,14208,No,No,No,Yes
5/3/1916,14212,Yes,No,Yes,Yes
8/13/1905,14215,Yes,No,Yes,Yes
1/31/1991,14211,No,Yes,Yes,Yes
1/5/1907,14213,Yes,Yes,Yes,No
12/13/1992,14206,Yes,No,No,No
11/23/1902,14218,Yes,Yes,No,No
9/5/2005,14214,Yes,No,Yes,No
4/9/1984,14218,No,Yes,No,Yes
2/19/1943,14203,No,Yes,No,Yes
7/4/1997,14213,Yes,Yes,Yes,Yes
3/1/1961,14223,No,Yes,Yes,Yes
2/31/2010,14212,Yes,No,Yes,No
5/30/1909,14222,Yes,Yes,Yes,No
8/13/1992,14208,No,No,No,Yes
11/31/1957,14208,No,Yes,Yes,Yes
11/29/1952,14202,Yes,Yes,No,Yes
7/6/1972,14210,Yes,Yes,Yes,Yes
1/13/1904,14212,No,Yes,Yes,Yes
5/27/1926,14215,Yes,No,Yes,Yes
2/31/2009,14203,No,Yes,Yes,Yes
2/26/1903,14215,Yes,Yes,No,No
12/14/1909,14215,Yes,No,Yes,Yes
5/14/1967,14210,No,No,Yes,Yes
9/22/1908,14201,Yes,Yes,Yes,No
12/2/1970,14223,No,Yes,Yes,Yes
11/17/2000,14206,No,Yes,Yes,No
11/17/1922,14210,No,No,Yes,Yes
6/28/1970,14218,Yes,Yes,No,Yes
10/14/1933,14215,Yes,Yes,Yes,Yes
3/14/2001,14213,No,Yes,Yes,Yes
10/6/1994,14208,No,No,Yes,Yes
2/24/1950,14210,Yes,Yes,No,Yes
9/6/1937,14215,No,Yes,Yes,Yes
1/6/1919,14208,No,Yes,No,Yes
8/23/1933,14214,Yes,Yes,Yes,No
9/26/1939,14213,No,No,Yes,Yes
7/1/2001,14210,No,No,Yes,Yes
3/11/1911,14208,No,No,Yes,No
3/18/2006,14222,No,Yes,No,Yes
8/7/1921,14215,Yes,No,Yes,Yes
5/14/1946,14215,No,No,Yes,Yes
10/6/1952,14215,No,No,Yes,Yes
5/1/1900,14214,No,Yes,No,Yes
1/5/2010,14202,Yes,Yes,No,Yes
2/29/1969,14211,Yes,Yes,Yes,Yes
6/8/1995,14210,No,Yes,Yes,Yes
8/17/2001,14215,No,Yes,Yes,Yes
4/24/1983,14204,Yes,Yes,Yes,No
4/21/1941,14215,Yes,No,No,Yes
7/26/1906,14216,No,Yes,Yes,Yes
1/30/1960,14212,No,No,Yes,Yes
11/1/1911,14204,No,No,No,Yes
6/28/1904,14210,No,Yes,No,No
1/4/1954,14213,No,Yes,No,No
12/14/1900,14213,No,No,No,No
9/11/1909,14204,Yes,Yes,Yes,No
3/13/1913,14210,No,No,Yes,Yes
3/30/1940,14223,No,No,Yes,Yes
5/15/1920,14222,No,Yes,Yes,No
10/15/1922,14214,Yes,Yes,Yes,Yes
5/24/1903,14203,No,Yes,Yes,No
11/31/1960,14214,No,Yes,Yes,Yes
12/29/1967,14204,Yes,No,Yes,Yes
1/13/1989,14213,No,Yes,Yes,Yes
10/20/1950,14214,No,No,Yes,No
11/22/1959,14210,No,No,Yes,Yes
9/22/1929,14203,Yes,No,Yes,Yes
4/20/1933,14213,No,Yes,No,Yes
12/1/1995,14210,No,Yes,Yes,Yes
9/11/1915,14214,No,No,Yes,No
8/29/1938,14203,No,No,No,Yes
9/10/1928,14214,No,Yes,Yes,Yes
5/21/1999,14212,No,Yes,No,Yes
11/5/2005,14216,No,Yes,Yes,Yes
9/12/1960,14210,Yes,Yes,Yes,No
9/30/1900,14214,Yes,Yes,Yes,Yes
2/26/1974,14212,No,Yes,Yes,Yes
6/9/1985,14215,No,Yes,Yes,Yes
3/17/1999,14201,No,No,No,Yes
4/5/2006,14218,Yes,No,Yes,Yes
7/19/1993,14213,No,Yes,Yes,Yes
6/2/1965,14213,No,Yes,Yes,Yes
12/28/1907,14223,No,No,Yes,Yes
2/15/1909,14201,Yes,Yes,Yes,Yes
4/23/1936,14223,No,Yes,No,Yes
3/10/1978,14210,No,Yes,No,Yes
6/31/1987,14210,Yes,No,Yes,Yes
3/21/1933,14213,Yes,Yes,No,Yes
5/27/1975,14220,No,Yes,Yes,Yes
5/31/1969,14201,Yes,Yes,Yes,Yes
10/17/1940,14212,Yes,Yes,Yes,Yes
7/28/1960,14210,Yes,No,Yes,Yes
5/8/1985,14215,Yes,Yes,Yes,Yes
8/3/1918,14202,Yes,Yes,Yes,Yes
12/11/1946,14210,No,Yes,No,Yes
10/14/1973,14208,No,Yes,Yes,Yes
6/22/1978,14208,No,No,Yes,Yes
12/17/1910,14213,Yes,Yes,No,Yes
5/17/1983,14223,No,Yes,Yes,No
4/4/1944,14214,No,Yes,No,No
7/4/1907,14214,Yes,Yes,Yes,Yes
12/11/1970,14223,No,No,Yes,Yes
7/28/1962,14206,No,Yes,No,Yes
12/18/1970,14212,No,No,No,Yes
3/25/1961,14215,Yes,No,Yes,Yes
10/5/1943,14210,No,Yes,No,Yes
10/10/1980,14206,No,Yes,Yes,Yes
4/2/1999,14212,Yes,Yes,No,Yes
11/15/1905,14215,No,Yes,No,Yes
12/25/2002,14204,Yes,No,Yes,Yes
4/8/1931,14222,Yes,Yes,No,No
6/30/1978,14206,No,Yes,No,Yes
8/20/1971,14210,Yes,Yes,No,Yes
8/24/2005,14223,Yes,Yes,Yes,Yes
4/19/1922,14202,No,Yes,Yes,Yes
4/5/1971,14203,Yes,Yes,Yes,Yes
4/9/2007,14204,No,No,Yes,Yes
8/24/1903,14210,Yes,No,Yes,No
2/5/1904,14223,No,No,Yes,Yes
8/29/1910,14213,No,No,Yes,Yes
8/11/1969,14204,Yes,Yes,No,Yes
1/10/1902,14210,No,Yes,No,Yes
5/18/1918,14213,Yes,Yes,Yes,No
11/15/1902,14215,No,Yes,Yes,Yes
4/12/1971,14214,No,Yes,Yes,Yes
3/12/1957,14215,No,Yes,Yes,Yes
11/20/1951,14223,Yes,Yes,Yes,Yes
5/16/1908,14223,No,No,No,Yes
8/25/1949,14207,No,No,No,No
10/2/1946,14212,Yes,No,Yes,Yes
6/4/1989,14202,No,Yes,Yes,Yes
10/31/1962,14208,Yes,Yes,Yes,No
4/5/1912,14201,No,Yes,Yes,Yes
2/1/1910,14211,Yes,Yes,Yes,Yes
3/18/1978,14214,Yes,No,Yes,Yes
10/7/1984,14212,No,Yes,Yes,No
11/19/1905,14202,Yes,Yes,Yes,Yes
3/23/1971,14208,No,No,Yes,Yes
2/23/1940,14211,No,No,No,Yes
1/25/1906,14204,Yes,Yes,Yes,Yes
3/11/1911,14204,No,No,Yes,Yes
1/16/1938,14210,Yes,Yes,No,Yes
7/31/1996,14204,No,No,Yes,No
2/4/1971,14213,Yes,Yes,No,Yes
10/9/1975,14215,No,Yes,Yes,Yes
11/24/2008,14206,No,No,Yes,Yes
2/5/2004,14213,Yes,No,No,No
3/5/2002,14223,Yes,Yes,Yes,Yes
10/24/1960,14215,Yes,Yes,Yes,Yes
7/22/1951,14222,Yes,Yes,Yes,Yes
11/13/1915,14212,Yes,No,Yes,Yes
6/25/1941,14201,Yes,No,Yes,Yes
1/4/1993,14213,No,Yes,Yes,No
7/29/1971,14206,Yes,Yes,No,Yes
6/31/1971,14204,Yes,No,No,No
1/2/1995,14214,No,Yes,Yes,Yes
12/8/1920,14202,Yes,Yes,Yes,Yes
5/16/1936,14215,No,No,No,Yes
11/17/1963,14215,Yes,No,Yes,Yes
10/6/1938,14223,Yes,No,Yes,No
8/4/2007,14210,Yes,Yes,Yes,Yes
7/30/1936,14210,Yes,Yes,No,Yes
9/5/1932,14210,No,Yes,Yes,No
10/4/1991,14223,No,Yes,Yes,Yes
11/5/1942,14211,Yes,Yes,Yes,Yes
10/16/1992,14207,Yes,Yes,No,Yes
6/12/2000,14211,No,No,Yes,Yes
9/25/1934,14212,No,No,Yes,Yes
2/17/1948,14214,No,Yes,Yes,Yes
2/4/1962,14222,No,No,Yes,Yes
4/3/1957,14215,Yes,Yes,Yes,Yes
7/1/1988,14210,Yes,Yes,No,Yes
4/19/1944,14214,No,Yes,Yes,Yes
3/9/1991,14208,Yes,Yes,Yes,Yes
5/23/1946,14212,No,No,No,No
4/16/1925,14223,Yes,No,Yes,Yes
3/5/1962,14201,Yes,No,No,Yes
5/27/1994,14210,Yes,No,Yes,Yes
11/23/1999,14213,Yes,No,Yes,No
4/21/1985,14208,No,Yes,Yes,Yes
6/19/1963,14223,Yes,Yes,No,Yes
12/18/1919,14208,Yes,No,Yes,Yes
7/20/1939,14210,Yes,Yes,Yes,Yes
3/10/1954,14210,No,Yes,Yes,Yes
12/3/2007,14213,Yes,Yes,No,Yes
7/17/1957,14211,Yes,Yes,Yes,Yes
1/24/1939,14225,No,No,No,Yes
12/6/1937,14208,No,Yes,Yes,Yes
3/19/1987,14208,Yes,No,Yes,Yes
8/23/1945,14210,Yes,Yes,Yes,Yes
5/27/1935,14202,Yes,Yes,Yes,No
9/2/1984,14215,No,Yes,Yes,Yes
1/4/1972,14206,No,Yes,Yes,Yes
1/21/1944,14213,Yes,No,Yes,Yes
7/24/2006,14208,Yes,Yes,Yes,Yes
12/17/1990,14215,No,Yes,No,Yes
8/14/1947,14201,Yes,No,No,Yes
12/6/1977,14203,No,No,Yes,Yes
2/31/1990,14223,No,No,Yes,Yes
7/14/1984,14201,No,No,No,Yes
10/11/1984,14203,No,Yes,No,No
3/24/1910,14214,No,No,Yes,No
12/12/1962,14202,Yes,No,No,Yes
4/16/1989,14206,No,Yes,Yes,Yes
8/4/1904,14213,Yes,Yes,No,Yes
3/16/2009,14223,Yes,Yes,Yes,Yes
4/13/1974,14215,Yes,Yes,Yes,Yes
4/22/1942,14212,Yes,Yes,Yes,Yes
10/23/1990,14213,No,No,Yes,Yes
4/27/1994,14208,No,Yes,Yes,Yes
1/17/1998,14213,Yes,No,Yes,Yes
11/31/1943,14202,Yes,Yes,Yes,Yes
12/14/1906,14216,No,Yes,Yes,Yes
10/2/1942,14223,No,No,No,Yes
12/29/1979,14214,No,Yes,Yes,Yes
9/5/1934,14206,No,No,Yes,Yes
10/17/1982,14206,No,Yes,No,Yes
9/8/2002,14222,No,No,Yes,Yes
2/15/1936,14214,No,No,Yes,Yes
2/1/1950,14222,Yes,No,Yes,No
7/28/1982,14223,Yes,Yes,Yes,Yes
9/6/1906,14218,Yes,Yes,No,No
5/2/1999,14223,Yes,Yes,No,Yes
10/16/1937,14214,No,No,No,Yes
5/28/2005,14210,Yes,Yes,Yes,No
6/25/1942,14225,Yes,No,Yes,Yes
10/27/1956,14208,No,Yes,Yes,Yes
12/11/1981,14214,No,Yes,Yes,Yes
11/17/1913,14223,No,Yes,Yes,Yes
12/16/1990,14208,Yes,No,Yes,Yes
1/19/1982,14210,No,Yes,Yes,Yes
6/18/1982,14215,Yes,Yes,Yes,Yes
12/10/2003,14210,Yes,Yes,Yes,Yes
10/27/1992,14214,No,No,Yes,Yes
6/9/1915,14214,Yes,Yes,No,Yes
7/13/1984,14218,Yes,No,No,Yes
5/17/1936,14203,Yes,Yes,No,No
2/13/1927,14211,No,No,Yes,Yes
1/21/1930,14201,Yes,Yes,Yes,Yes
2/12/1923,14211,Yes,No,No,Yes
7/15/1922,14215,No,Yes,No,Yes
6/18/1969,14215,No,No,Yes,Yes
1/28/1986,14210,No,Yes,Yes,Yes
4/18/1936,14215,Yes,Yes,No,Yes
8/5/1902,14215,No,No,Yes,Yes
7/8/1907,14213,Yes,Yes,Yes,No
12/25/1914,14223,Yes,Yes,Yes,No
5/30/1926,14204,No,Yes,Yes,Yes
9/7/1973,14223,Yes,Yes,No,Yes
5/23/1902,14201,Yes,Yes,No,Yes
9/8/1916,14213,No,Yes,Yes,No
6/12/1948,14204,No,Yes,Yes,Yes
10/11/1965,14214,Yes,Yes,No,Yes
1/23/1914,14214,No,No,Yes,Yes
11/16/1991,14212,Yes,No,No,Yes
5/23/1918,14204,No,No,Yes,No
3/19/1936,14210,No,Yes,Yes,Yes
12/1/1932,14214,No,Yes,Yes,Yes
7/20/2007,14210,Yes,No,Yes,No
11/28/1928,14204,No,No,No,No
3/1/1957,14218,No,Yes,Yes,Yes
5/14/1986,14213,Yes,Yes,Yes,Yes
2/13/1968,14210,No,No,Yes,No
7/29/1981,14201,Yes,Yes,Yes,Yes
12/7/1987,14214,No,Yes,Yes,No
11/5/1939,14206,Yes,No,Yes,Yes
6/28/1969,14201,Yes,Yes,Yes,Yes
3/18/1987,14215,Yes,Yes,No,Yes
9/1/1961,14201,No,Yes,Yes,No
2/29/1931,14223,Yes,Yes,Yes,No
4/2/1993,14201,No,Yes,No,No
2/29/1954,14216,Yes,Yes,Yes,Yes
9/22/1982,14214,No,Yes,Yes,Yes
6/27/1993,14210,Yes,Yes,No,Yes
8/10/1923,14222,Yes,No,Yes,Yes
11/2/1992,14211,No,Yes,Yes,No
10/21/2003,14206,Yes,Yes,Yes,Yes
2/7/1942,14215,Yes,No,Yes,Yes
2/31/1992,14208,Yes,Yes,Yes,No
8/6/1913,14215,No,Yes,No,Yes
2/10/1994,14212,Yes,Yes,No,Yes
3/2/1994,14214,Yes,Yes,Yes,Yes
9/28/2000,14223,Yes,Yes,Yes,Yes
11/23/1973,14223,No,No,Yes,No
10/29/1996,14210,No,Yes,Yes,Yes
6/28/1955,14210,No,Yes,Yes,Yes
3/13/1926,14201,Yes,Yes,Yes,Yes
2/1/1904,14212,No,No,No,Yes
10/14/1936,14212,No,Yes,Yes,Yes
5/26/1990,14208,Yes,Yes,Yes,Yes
11/6/1989,14215,Yes,Yes,Yes,Yes
7/15/1980,14213,Yes,Yes,No,Yes
6/26/1998,14203,Yes,No,No,No
5/3/1913,14213,Yes,Yes,Yes,Yes
8/9/1933,14220,No,No,Yes,Yes
7/24/2001,14213,No,Yes,Yes,Yes
6/6/1917,14202,Yes,Yes,No,Yes
6/23/1956,14201,No,Yes,Yes,Yes
4/2/1922,14202,No,No,Yes,Yes
10/17/1944,14214,Yes,Yes,Yes,No
2/22/1925,14223,Yes,No,No,Yes
8/28/1902,14223,No,No,Yes,Yes
1/30/2009,14215,No,No,Yes,Yes
4/28/1962,14215,Yes,No,Yes,Yes
2/27/1998,14210,No,Yes,No,Yes
7/21/1917,14212,Yes,No,Yes,Yes
4/4/1938,14214,No,Yes,No,Yes
5/5/1913,14204,Yes,No,Yes,Yes
6/9/1934,14202,Yes,Yes,Yes,Yes
7/16/1958,14210,No,No,No,No
5/23/1991,14212,Yes,No,No,No
8/11/1942,14210,Yes,Yes,No,Yes
1/14/1966,14208,No,No,Yes,Yes
12/2/1932,14222,Yes,Yes,Yes,Yes
4/19/1917,14215,No,Yes,Yes,Yes
3/3/1980,14204,Yes,No,Yes,Yes
5/5/1995,14206,No,No,No,Yes
1/8/1966,14213,No,Yes,Yes,No
9/24/1900,14214,No,Yes,Yes,Yes
4/12/1979,14201,No,No,Yes,Yes
8/14/1904,14202,No,No,No,Yes
4/30/1998,14213,No,Yes,Yes,Yes
8/28/1940,14223,No,Yes,No,Yes
1/24/1953,14201,No,No,Yes,Yes
7/3/1987,14215,Yes,Yes,No,Yes
3/24/1979,14210,No,Yes,No,No
5/3/1942,14215,No,No,Yes,Yes
12/24/1922,14214,Yes,Yes,Yes,No
11/26/1974,14215,No,Yes,Yes,Yes
3/10/1907,14201,No,No,Yes,Yes
7/1/1924,14218,Yes,Yes,Yes,Yes
7/17/1969,14212,No,No,Yes,Yes
2/8/1944,14214,No,Yes,Yes,Yes
8/25/1979,14218,Yes,Yes,Yes,Yes
8/17/1922,14210,No,Yes,Yes,Yes
8/10/2002,14206,No,No,No,Yes
5/6/1923,14223,Yes,No,Yes,Yes
7/23/1977,14213,Yes,Yes,Yes,Yes
2/30/1958,14202,No,No,Yes,Yes
12/24/1964,14213,Yes,Yes,No,Yes
4/13/1964,14223,No,Yes,Yes,Yes
2/1/1951,14206,Yes,No,No,Yes
7/9/1957,14214,Yes,No,No,Yes
11/18/1936,14214,Yes,Yes,No,Yes
11/26/1939,14223,No,Yes,Yes,Yes
6/24/1957,14202,Yes,Yes,Yes,Yes
1/13/1961,14213,Yes,No,Yes,Yes
9/11/1941,14209,Yes,Yes,Yes,Yes
5/11/1988,14208,Yes,No,Yes,Yes
6/25/1938,14223,No,No,Yes,Yes
9/18/1924,14214,Yes,No,No,Yes
5/24/1938,14201,Yes,No,Yes,Yes
4/20/1962,14210,No,Yes,Yes,Yes
12/31/1915,14201,Yes,No,No,No
3/1/1996,14212,Yes,Yes,Yes,Yes
9/13/2004,14210,No,Yes,Yes,No
2/2/2008,14213,Yes,No,No,No
7/10/2000,14214,No,No,No,Yes
7/13/1948,14208,No,Yes,Yes,Yes
12/25/1995,14203,No,Yes,Yes,Yes
1/8/1901,14206,Yes,Yes,Yes,No
10/5/1956,14214,Yes,Yes,No,Yes
9/29/2005,14216,No,Yes,No,Yes
9/11/1997,14210,Yes,Yes,Yes,Yes
7/3/1987,14212,No,Yes,Yes,No
7/29/2004,14202,No,Yes,Yes,Yes
9/26/1955,14222,No,No,No,No
10/17/1979,14210,No,Yes,Yes,Yes
5/30/1928,14210,No,Yes,No,Yes
12/4/2007,14214,Yes,Yes,Yes,No
11/16/1930,14210,Yes,Yes,Yes,Yes
